Job_Zone;code;title;trad;CBO2002;TITULO;prox
2;31-2022.00;Physical Therapist Aides;Assistentes de fisioterapeuta;517330;Assistente de segurança;0.7307692307692307
3;31-9011.00;Massage Therapists;Massagem terapeutas;322120;Massoterapeuta;0.7878787878787878
3;31-9091.00;Dental Assistants;Assistentes dentais;354125;Assistente de vendas;0.8205128205128205
3;31-9092.00;Medical Assistants;Assistentes médicos;411010;Assistente de compras;0.75
2;31-9093.00;Medical Equipment Preparers;Preparadores de Equipamentos Médicos;954125;Operador de equipamentos elétricos;0.7714285714285715
3;31-9094.00;Medical Transcriptionists;Transcriptores médicos;;;
2;31-9095.00;Pharmacy Aides;Assistentes de farmácia;515115;Assistente de parto;0.7619047619047619
3;31-9096.00;Veterinary Assistants and Laboratory Animal Caretakers;Assistentes veterinários e cuidadores de animais de laboratório;;;
3;31-9097.00;Phlebotomists;Flebotomistas;515205;Flebotomista;0.96
3;31-9099.01;Speech-Language Pathology Assistants;Assistentes de patologia de fala-linguagem;342125;Assistente de logística de transporte;0.6582278481012658
3;31-9099.02;Endoscopy Technicians;Técnicos de endoscopia;225310;Médico em endoscopia;0.8095238095238095
3;33-1011.00;First-Line Supervisors of Correctional Officers;Supervisores de Primeira Linha de Oficiais Correcionais;910905;Supervisor de reparos linhas férreas;0.6373626373626373
3;33-1012.00;First-Line Supervisors of Police and Detectives;Supervisores de Primeira Linha de Polícia e Detetives;;;
3;33-1021.01;Municipal Fire Fighting and Prevention Supervisors;Supervisores Municipais de Combate e Prevenção de Incêndio;;;
3;33-1021.02;Forest Fire Fighting and Prevention Supervisors;Supervisores de combate e combate a incêndios florestais;261210;Supervisor de controle de processos documentais;0.6213592233009708
3;33-2011.01;Municipal Firefighters;Bombeiros municipais;517110;Bombeiro civil;0.7058823529411765
2;33-2011.02;Forest Firefighters;Bombeiros Florestais;515135;Bombeiro resgatista;0.717948717948718
2;33-2011.02;Forest Firefighters;Bombeiros Florestais;515135;Bombeiro socorrista;0.717948717948718
3;33-2021.01;Fire Inspectors;Inspetores de Incêndio;391205;Inspetor de fundição;0.7619047619047619
3;33-2021.02;Fire Investigators;Investigadores de Incêndio;351810;Investigador de polícia;0.7346938775510204
3;33-2022.00;Forest Fire Inspectors and Prevention Specialists;Inspetores de Incêndios Florestais e Especialistas em Prevenção;;;
2;33-3011.00;Bailiffs;Oficiais de justiça;351425;Oficial de justiça;0.918918918918919
2;33-3012.00;Correctional Officers and Jailers;Oficiais Correcionais e Jailers;;;
3;33-3021.01;Police Detectives;Detetives policiais;351810;Detetive de polícia;0.7894736842105263
3;33-3021.02;Police Identification and Records Officers;Diretores de identificação e registro de polícia;114305;Diretor de entidade religiosa;0.6233766233766234
3;33-3021.03;Criminal Investigators and Special Agents;Investigadores criminais e agentes especiais;223288;Dentista de pacientes especiais;0.6133333333333333
3;33-3021.05;Immigration and Customs Inspectors;Inspetores de Imigração e Alfândega;342310;Inspetor de carga e descarga;0.6666666666666666
4;33-3021.06;Intelligence Analysts;Analistas de inteligência;351905;Agente de inteligência;0.8085106382978723
4;33-3031.00;Fish and Game Wardens;Guardas de peixe e jogos;517315;Guarda de presídio;0.6666666666666666
2;33-3041.00;Parking Enforcement Workers;Trabalhadores de aplicação de estacionamento;632215;Trabalhador da exploração de resinas;0.725
3;33-3051.01;Police Patrol Officers;Oficiais da Polícia Patrulha;;;
3;33-3051.03;Sheriffs and Deputy Sheriffs;Xeris e vice-xericos;;;
3;33-3052.00;Transit and Railroad Police;Polícia de trânsito e ferrovia;710210;Feitor de turma de ferrovia;0.631578947368421
2;33-9011.00;Animal Control Workers;Trabalhadores de controle de animais;622505;Trabalhador da cultura de amora;0.7164179104477612
3;33-9021.00;Private Detectives and Investigators;Detetives e Investigadores Privados;351805;Agente de investigação privada;0.6461538461538462
2;33-9031.00;Gaming Surveillance Officers and Gaming Investigators;Oficiais de Vigilância de Jogos e Investigadores de Jogos;;;
2;33-9032.00;Security Guards;Seguranças;;;
2;33-9091.00;Crossing Guards;Crossing Guards;;;
2;33-9092.00;Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers;Salva-vidas, patrulha de esqui e outros trabalhadores de serviços de proteção recreativa;;;
2;33-9093.00;Transportation Security Screeners;Tutores de segurança de transporte;342110;Técnico de operação de transporte;0.7164179104477612
2;33-9099.02;Retail Loss Prevention Specialists;Especialistas em prevenção de perda de varejo;517425;Fiscal de prevenção de perdas;0.6756756756756757
3;35-1011.00;Chefs and Head Cooks;Chefs e chefes de cozinha;271105;Chefe de cozinha;0.7804878048780488
2;35-1012.00;First-Line Supervisors of Food Preparation and Serving Workers;Supervisores de primeira linha da preparação de alimentos e servindo trabalhadores;;;
1;35-2011.00;Cooks, Fast Food;Cozinheiros, Fast Food;513225;Cozinheiro de bordo;0.6829268292682927
2;35-2012.00;Cooks, Institution and Cafeteria;Cozinheiros, Instituições e Cafeteria;;;
3;35-2013.00;Cooks, Private Household;Cozinheiros, Casa Particular;513220;Cozinheiro hospitalar;0.6122448979591837
2;35-2014.00;Cooks, Restaurant;Cozinheiros, Restaurante;513205;Cozinheiro de restaurante;0.8571428571428571
1;35-2015.00;Cooks, Short Order;Cozinheiros, ordem curta;513220;Cozinheiro de hospital;0.6956521739130435
1;35-2021.00;Food Preparation Workers;Trabalhadores de preparação de alimentos;811130;Trabalhador de fabricação de tintas;0.7466666666666667
1;35-2021.00;Food Preparation Workers;Trabalhadores de preparação de alimentos;632505;Trabalhador da exploração de amesca;0.7466666666666667
2;35-3011.00;Bartenders;Bartenders;;;
1;35-3021.00;Combined Food Preparation and Serving Workers, Including Fast Food;Preparação combinada de alimentos e servindo trabalhadores, incluindo fast food;;;
1;35-3022.00;Counter Attendants, Cafeteria, Food Concession, and Coffee Shop;Atendedores ambulantes, Cafeteria, Concessão de alimentos e Cafeteria;;;
1;35-3022.01;Baristas;Baristas;513440;Barista;0.9333333333333333
1;35-3031.00;Waiters and Waitresses;Garçons e garçonetes;513405;Garçom de bar;0.6060606060606061
1;35-3041.00;Food Servers, Nonrestaurant;Food Servers, Nonrestaurant;141510;Coordenador de vendas (restaurante);0.6129032258064516
1;35-9011.00;Dining Room and Cafeteria Attendants and Bartender Helpers;Sala de Jantar e Assistentes de Cafeteria e Assistentes de Bartender;;;
1;35-9021.00;Dishwashers;Máquinas de lavar louça;;;
1;35-9031.00;Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop;Hostes e Promotoras, Restaurante, Lounge e Cafeteria;;;
2;37-1011.00;First-Line Supervisors of Housekeeping and Janitorial Workers;Supervisores de primeira linha de limpeza e manutenção;770110;Supervisor de carpinteiro de manutenção;0.7096774193548387
3;37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Supervisores de primeira linha de paisagismo, serviço de gramado e trabalhadores da posse;;;
2;37-2011.00;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;Janitores e limpadores, exceto empregadas domésticas e limpadores de arrumação;;;
2;37-2012.00;Maids and Housekeeping Cleaners;Lavandarias e arrumadores;519935;Lavador de carros;0.6666666666666666
2;37-2021.00;Pest Control Workers;Trabalhadores de controle de pragas;622505;Trabalhador da cultura de pêra;0.7384615384615385
1;37-3011.00;Landscaping and Groundskeeping Workers;Trabalhadores de paisagismo e manutenção;514325;Trabalhador de manutenção de edifícios;0.6410256410256411
2;37-3012.00;Pesticide Handlers, Sprayers, and Applicators, Vegetation;Manipuladores de Pesticidas, Pulverizadores e Aplicadores, Vegetação;;;
2;37-3013.00;Tree Trimmers and Pruners;Tree Trimmers e Pruners;;;
2;39-1011.00;Gaming Supervisors;Supervisores de jogos;410240;Supervisor de logística;0.7727272727272727
2;39-1011.00;Gaming Supervisors;Supervisores de jogos;510305;Supervisor de bombeiros;0.7727272727272727
2;39-1012.00;Slot Supervisors;Supervisores de slots;510105;Supervisor de transportes;0.782608695652174
3;39-1021.00;First-Line Supervisors of Personal Service Workers;Supervisores de primeira linha de trabalhadores de serviços pessoais;410105;Supervisor de seção de serviços gerais;0.6226415094339622
3;39-1021.01;Spa Managers;Gerentes de Spa;141515;Gerente de bar;0.8275862068965517
2;39-2011.00;Animal Trainers;Instrutores de animais;623005;Instrutor de animais;0.9523809523809523
1;39-2021.00;Nonfarm Animal Caretakers;Cuidadores de animais não agrícolas;621005;Curador de animais - na agropecuária;0.704225352112676
2;39-3011.00;Gaming Dealers;Concessionárias de jogos;511105;Comissário de bordo;0.6046511627906976
2;39-3012.00;Gaming and Sports Book Writers and Runners;Escritores e corredores de livros de jogos e esportes;;;
2;39-3021.00;Motion Picture Projectionists;Projetores de filmes;318610;Projetista de moldes;0.7
2;39-3031.00;Ushers, Lobby Attendants, and Ticket Takers;Ushers, Lobby Attendants e Ticket Takers;;;
1;39-3091.00;Amusement and Recreation Attendants;Atletas de diversão e recreação;262215;Assistente de direção de teatro;0.6129032258064516
2;39-3092.00;Costume Attendants;Atendedores de figurinos;521140;Atendente do setor de vinhos;0.6538461538461539
2;39-3093.00;Locker Room, Coatroom, and Dressing Room Attendants;Locker Room, Coatroom e Atendedores de sala de vestir;;;
3;39-4011.00;Embalmers;Embalmers;328105;Embalsamador;0.6666666666666666
2;39-4021.00;Funeral Attendants;Funerários;762120;Fuloneiro;0.631578947368421
3;39-4031.00;Morticians, Undertakers, and Funeral Directors;Morticians, Undertakers e Funeral Directors;;;
3;39-5011.00;Barbers;Barbeiros;516105;Barbeiro;0.9411764705882353
3;39-5012.00;Hairdressers, Hairstylists, and Cosmetologists;Cabeleireiros, cabeleireiros e cosmetologistas;;;
3;39-5091.00;Makeup Artists, Theatrical and Performance;Artistas de maquiagem, teatro e desempenho;;;
2;39-5092.00;Manicurists and Pedicurists;Manicuros e Pedicuros;341240;Manobras e reparos;0.6153846153846154
2;39-5093.00;Shampooers;Shampooers;;;
3;39-5094.00;Skincare Specialists;Especialistas em cuidados com a pele;211110;Especialista em pesquisa operacional;0.6666666666666666
2;39-6011.00;Baggage Porters and Bellhops;Portadores de bagagem e Bellhops;;;
3;39-6012.00;Concierges;cuidadores;516220;Cuidador em saúde;0.6666666666666666
3;39-7011.00;Tour Guides and Escorts;Guias turísticos e Acompanhantes;;;
3;39-7012.00;Travel Guides;Guias de viagem;354815;Consultor de viagem;0.6470588235294118
2;39-9011.00;Childcare Workers;Trabalhadores de assistência à infância;242410;Procurador da assistência judiciária;0.64
3;39-9011.01;Nannies;Nannies;;;
2;39-9021.00;Personal Care Aides;Assistentes de cuidados pessoais;114210;Assistente sindical de entidades patronais;0.7027027027027027
3;39-9031.00;Fitness Trainers and Aerobics Instructors;Instrutores de fitness e aeróbica;262615;Instrutor de fanfarra;0.6666666666666666
4;39-9032.00;Recreation Workers;Trabalhadores de recreação;631005;Trabalhador na pesca de crustáceo;0.711864406779661
3;39-9041.00;Residential Advisors;Conselheiros residenciais;111405;Conselheiro (diplomacia);0.6530612244897959
2;41-1011.00;First-Line Supervisors of Retail Sales Workers;Supervisores de primeira linha de varejistas;910905;Supervisor de reparos linhas férreas;0.675
4;41-1012.00;First-Line Supervisors of Non-Retail Sales Workers;Supervisores de primeira linha de trabalhadores de vendas não-varejistas;;;
1;41-2011.00;Cashiers;Caixa;516140;Calista;0.6666666666666666
1;41-2011.00;Cashiers;Caixa;732110;Cabista;0.6666666666666666
2;41-2012.00;Gaming Change Persons and Booth Cashiers;Gaming Change Persons e Booth Cashiers;;;
1;41-2021.00;Counter and Rental Clerks;Clérigos de Counter e Rental;;;
2;41-2022.00;Parts Salespersons;Vendedores de Peças;724230;Rebatedor de metais;0.631578947368421
2;41-2031.00;Retail Salespersons;Vendedores a retalho;521110;Vendedor interno;0.6111111111111112
3;41-3011.00;Advertising Sales Agents;Agentes de vendas publicitárias;352210;Agente de saúde pública;0.6666666666666666
4;41-3021.00;Insurance Sales Agents;Agentes de vendas de seguros;354120;Agente de vendas de serviços;0.8928571428571429
4;41-3031.01;Sales Agents, Securities and Commodities;Agentes de vendas, valores mobiliários e commodities;;;
3;41-3031.02;Sales Agents, Financial Services;Agentes de vendas, serviços financeiros;354120;Agente de vendas de serviços;0.746268656716418
4;41-3031.03;Securities and Commodities Traders;Comerciantes de valores e commodities;;;
3;41-3041.00;Travel Agents;Agentes de viagem;354815;Agente de viagem;0.9696969696969697
4;41-3099.01;Energy Brokers;Corretores de Energia;253305;Corretor de mercadorias;0.7272727272727273
4;41-4011.00;Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products;Representantes de vendas, no atacado e fabricação, produtos técnicos e científicos;;;
3;41-4011.07;Solar Sales Representatives and Assessors;Representantes e avaliadores de vendas solares;354135;Representante técnico de vendas;0.6753246753246753
4;41-4012.00;Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products;Representantes de vendas, atacado e fabricação, exceto produtos técnicos e científicos;;;
2;41-9011.00;Demonstrators and Product Promoters;Demonstradores e Promotores de Produto;914405;Retificador de motores de carros;0.6285714285714286
1;41-9012.00;Models;Modelos;763010;Modelista;0.75
4;41-9021.00;Real Estate Brokers;Corretores imobiliários;354605;Consultor imobiliário;0.7727272727272727
3;41-9022.00;Real Estate Sales Agents;Agentes de vendas imobiliárias;354120;Agente de vendas de serviços;0.6896551724137931
4;41-9031.00;Sales Engineers;Engenheiros de vendas;214705;Engenheiro de minas;0.85
2;41-9041.00;Telemarketers;Telemarketers;;;
2;41-9091.00;Door-To-Door Sales Workers, News and Street Vendors, and Related Workers;Trabalhadores de vendas porta-a-porta, vendedores de notícias e ruas e trabalhadores relacionados;;;
3;43-1011.00;First-Line Supervisors of Office and Administrative Support Workers;Supervisores de primeira linha de funcionários de escritório e de apoio administrativo;;;
2;43-2011.00;Switchboard Operators, Including Answering Service;Operadores de painel de comando, incluindo serviço de atendimento;811505;Operador de painel de controle (refinação de petróleo);0.6386554621848739
2;43-2021.00;Telephone Operators;Operadores de telefone;731320;Reparador de telefone;0.8372093023255814
2;43-3011.00;Bill and Account Collectors;Colecionadores de conta e conta;371205;Colecionador de selos e moedas;0.7213114754098361
2;43-3021.01;Statement Clerks;Clerks de declaração;716405;Gesseiro de decoração;0.6829268292682927
2;43-3021.02;Billing, Cost, and Rate Clerks;Clusters de faturamento, custo e taxa;;;
3;43-3031.00;Bookkeeping, Accounting, and Auditing Clerks;Clichers de contabilidade, contabilidade e auditoria;;;
2;43-3041.00;Gaming Cage Workers;Trabalhadores de gaiolas;622505;Trabalhador da cultura de graviola;0.7241379310344828
2;43-3051.00;Payroll and Timekeeping Clerks;Clérigos da folha de pagamento e da hora;413105;Calculista de folha de pagamento;0.6944444444444444
3;43-3061.00;Procurement Clerks;Clerks Procurement;;;
2;43-3071.00;Tellers;Caras;263105;Cardeal;0.6666666666666666
2;43-3071.00;Tellers;Caras;263105;Cura;0.6666666666666666
3;43-4011.00;Brokerage Clerks;Clérigos de corretagem;215140;Capitão de cabotagem;0.6666666666666666
2;43-4021.00;Correspondence Clerks;Agentes de Correspondência;252305;Assistente de presidência;0.7058823529411765
2;43-4031.01;Court Clerks;Clérigos do Tribunal;;;
3;43-4031.02;Municipal Clerks;Clérigos municipais;;;
2;43-4031.03;License Clerks;Clérigos de licença;766250;Cilindrista de imprensa;0.6190476190476191
3;43-4041.01;Credit Authorizers;Autorizadores de crédito;421310;Recuperador de crédito;0.7391304347826086
2;43-4041.02;Credit Checkers;Damas de crédito;410225;Auxiliar de crédito;0.6857142857142857
2;43-4051.00;Customer Service Representatives;Representantes do Serviço ao Consumidor;354705;Representante comercial autônomo;0.6197183098591549
4;43-4051.03;Patient Representatives;Representantes de pacientes;421305;Representante de cobrança;0.7307692307692307
3;43-4061.00;Eligibility Interviewers, Government Programs;Entrevistadores de elegibilidade, programas governamentais;;;
2;43-4071.00;File Clerks;Arquivistas;415105;Arquivador;0.6666666666666666
2;43-4081.00;Hotel, Motel, and Resort Desk Clerks;Hotel, Motel e Desktops de resort;;;
2;43-4111.00;Interviewers, Except Eligibility and Loan;Entrevistadores, exceto elegibilidade e empréstimo;;;
2;43-4121.00;Library Assistants, Clerical;Assistentes de biblioteca, Clérigos;262215;Assistente de direção de teatro;0.6363636363636364
3;43-4131.00;Loan Interviewers and Clerks;Empréstimos Entrevistas e Clérigos;711130;Amostrista de minérios;0.6071428571428571
2;43-4141.00;New Accounts Clerks;Clusters de novas contas;252210;Analista de contas;0.6190476190476191
2;43-4151.00;Order Clerks;Clérigos de Ordem;511110;Comissário de trem;0.6285714285714286
3;43-4161.00;Human Resources Assistants, Except Payroll and Timekeeping;Assistentes de recursos humanos, com exceção da folha de pagamento e do horário de atendimento;;;
2;43-4171.00;Receptionists and Information Clerks;Recepcionistas e Clérigos de Informação;422105;Recepcionista telefonista;0.625
2;43-4181.00;Reservation and Transportation Ticket Agents and Travel Clerks;Agentes de Bilhetes de Reserva e Transporte e Clérigos de Viagem;;;
2;43-5011.00;Cargo and Freight Agents;Agentes de carga e frete;342120;Agente de carga;0.7692307692307693
2;43-5011.01;Freight Forwarders;Transitários;342105;Transitário de cargas;0.7272727272727273
2;43-5021.00;Couriers and Messengers;Mensageiros e mensageiros;412205;Mensageiro externo;0.6976744186046512
2;43-5031.00;Police, Fire, and Ambulance Dispatchers;Despachantes de Polícia, Incêndio e Ambulância;;;
2;43-5032.00;Dispatchers, Except Police, Fire, and Ambulance;Despachantes, exceto policiais, incêndios e ambulâncias;;;
2;43-5041.00;Meter Readers, Utilities;Meter Readers, Utilities;;;
2;43-5051.00;Postal Service Clerks;Clérigos de serviços postais;131110;Diretor de serviços sociais;0.6909090909090909
2;43-5052.00;Postal Service Mail Carriers;Transportadoras de correio postal;632125;Transportador de árvores;0.7368421052631579
2;43-5053.00;Postal Service Mail Sorters, Processors, and Processing Machine Operators;Máquinas de processamento de correio de serviço postal, processadores e operadores de máquinas de processamento;;;
3;43-5061.00;Production, Planning, and Expediting Clerks;Secretários de produção, planejamento e expedição;391125;Técnico de planejamento de produção;0.6428571428571429
2;43-5071.00;Shipping, Receiving, and Traffic Clerks;Empregados de transporte, recebimento e tráfego;862305;Operador de tratamento de esgoto;0.6075949367088608
2;43-5081.01;Stock Clerks, Sales Floor;Clérigos, piso de vendas;354135;Técnico de vendas;0.6341463414634146
2;43-5081.02;Marking Clerks;Marcadores de marcação;784115;Marcador de fardos;0.75
2;43-5081.02;Marking Clerks;Marcadores de marcação;784115;Marcador de preços;0.75
2;43-5081.03;Stock Clerks- Stockroom, Warehouse, or Storage Yard;Stock Clerks- Stockroom, Warehouse ou Storage Yard;;;
2;43-5081.04;Order Fillers, Wholesale and Retail Sales;Encomendas de encomendas, vendas por grosso e varejo;;;
2;43-5111.00;Weighers, Measurers, Checkers, and Samplers, Recordkeeping;Pesadores, Medidores, Damas e Samplers, manutenção de registros;;;
3;43-6011.00;Executive Secretaries and Executive Administrative Assistants;Secretários executivos e assistentes administrativos executivos;;;
3;43-6012.00;Legal Secretaries;Secretários Jurídicos;111220;Secretário - executivo;0.6511627906976745
3;43-6013.00;Medical Secretaries;Secretários médicos;252305;Secretário sênior;0.7222222222222222
3;43-6014.00;Secretaries and Administrative Assistants, Except Legal, Medical, and Executive;Secretários e Assistentes Administrativos, Excepto Jurídico, Médico e Executivo;;;
3;43-9011.00;Computer Operators;Operadores de computadores;317205;Operador de sistema de computador;0.8135593220338984
2;43-9021.00;Data Entry Keyers;Keyers de entrada de dados;784125;Operador de prensa de fardos;0.6296296296296297
2;43-9022.00;Word Processors and Typists;Processadores de Texto e Tipologistas;234320;Professor de geologia;0.6551724137931034
3;43-9031.00;Desktop Publishers;Editores da área de trabalho;214925;Engenheiro de análise de trabalho;0.6557377049180327
3;43-9041.01;Insurance Claims Clerks;Clerk de Reclamações de Seguros;123210;Diretor de relações de trabalho;0.6129032258064516
3;43-9041.01;Insurance Claims Clerks;Clerk de Reclamações de Seguros;141525;Gerente de operações de turismo;0.6129032258064516
2;43-9041.02;Insurance Policy Processing Clerks;Assinantes de Processamento de Políticas de Seguros;;;
2;43-9051.00;Mail Clerks and Mail Machine Operators, Except Postal Service;Agentes de correio e operadores de máquinas de correio, exceto o serviço postal;;;
2;43-9061.00;Office Clerks, General;Clérigos do escritório, geral;;;
2;43-9071.00;Office Machine Operators, Except Computer;Operadores de máquinas de escritório, exceto computador;761425;Operador de máquinas de mercerizar fios e tecidos;0.6923076923076923
4;43-9081.00;Proofreaders and Copy Markers;Corretores e marcadores de cópia;253305;Corretor de mercadorias;0.7272727272727273
4;43-9111.00;Statistical Assistants;Assistentes estatísticos;411010;Assistente administrativo;0.6938775510204082
4;43-9111.01;Bioinformatics Technicians;Técnicos de Bioinformática;322505;Técnico de oficina ortopédica;0.7272727272727273
2;45-1011.05;First-Line Supervisors of Logging Workers;Supervisores de primeira linha de trabalhadores de exploração madeireira;;;
4;45-1011.06;First-Line Supervisors of Aquacultural Workers;Supervisores de Primeira Linha de Trabalhadores Aquaculturais;351605;Supervisor de segurança do trabalho;0.6041666666666666
3;45-1011.07;First-Line Supervisors of Agricultural Crop and Horticultural Workers;Supervisores de primeira linha de trabalhadores agrícolas e horticultores;;;
3;45-1011.08;First-Line Supervisors of Animal Husbandry and Animal Care Workers;Supervisores de Primeira Linha de Criadores de Animais e Trabalhadores de Cuidados de Animais;;;
2;45-2011.00;Agricultural Inspectors;Inspetores Agrícolas;352205;Inspetor agrícola;0.8648648648648649
3;45-2021.00;Animal Breeders;Criadores de animais;623020;Cuidador de animais;0.8717948717948718
1;45-2041.00;Graders and Sorters, Agricultural Products;Graders and Sorters, Produtos Agrícolas;641010;Operador de secador (produtos agrícolas);0.6075949367088608
2;45-2091.00;Agricultural Equipment Operators;Operadores de equipamentos agrícolas;641015;Operador de implementos agrícolas;0.8405797101449275
2;45-2092.01;Nursery Workers;Trabalhadores de berçário;519805;Trabalhador do sexo;0.6818181818181818
1;45-2092.02;Farmworkers and Laborers, Crop;Trabalhadores agrícolas e trabalhadores, colheita;622020;Trabalhador agrícola polivalente;0.6172839506172839
1;45-2093.00;Farmworkers, Farm, Ranch, and Aquacultural Animals;Trabalhadores agrícolas, fazenda, rancho e animais aquaculturais;;;
1;45-3011.00;Fishers and Related Fishing Workers;Pescadores e pescadores relacionados;631020;Pescador de peixes e camarões com redes;0.6133333333333333
1;45-3021.00;Hunters and Trappers;Caçadores e caçadores;631305;Criador de camarões;0.7
3;45-4011.00;Forest and Conservation Workers;Trabalhadores da floresta e conservação;632125;Trabalhador de extração florestal, em geral;0.7073170731707317
1;45-4021.00;Fallers;Fallers;811820;Fraldeiro;0.625
1;45-4022.00;Logging Equipment Operators;Operadores de equipamentos de exploração;811335;Operador de equipamentos de parafinar;0.8051948051948052
2;45-4023.00;Log Graders and Scalers;Log Graders e Scalers;;;
3;47-1011.00;First-Line Supervisors of Construction Trades and Extraction Workers;Supervisores de primeira linha de Operadores de Construção e Extração;860115;Supervisor de área de operação elétrica;0.6111111111111112
3;47-1011.03;Solar Energy Installation Managers;Gerentes de Instalação de Energia Solar;141515;Gerente de salão de café;0.6666666666666666
3;47-2011.00;Boilermakers;Caldeiras;513505;Saladeiro;0.6666666666666666
3;47-2011.00;Boilermakers;Caldeiras;623125;Cavaleiro;0.6666666666666666
3;47-2011.00;Boilermakers;Caldeiras;784115;Seladeira;0.6666666666666666
2;47-2021.00;Brickmasons and Blockmasons;Brickmasons e Blockmasons;;;
3;47-2022.00;Stonemasons;Pedreiros;715210;Pedreiro;0.9411764705882353
2;47-2031.01;Construction Carpenters;Carpinteiros de construção;823315;Forneiro (materiais de construção);0.7
2;47-2031.02;Rough Carpenters;Carpinteros ásperos;;;
2;47-2041.00;Carpet Installers;Instaladores de tapetes;731320;Instalador de telefones;0.782608695652174
2;47-2042.00;Floor Layers, Except Carpet, Wood, and Hard Tiles;Camadas de piso, exceto tapete, madeira e telhas difíceis;;;
2;47-2043.00;Floor Sanders and Finishers;Sanders e acabadores de piso;848525;Serrador de peito;0.6222222222222222
2;47-2044.00;Tile and Marble Setters;Setters de azulejos e mármores;;;
2;47-2051.00;Cement Masons and Concrete Finishers;Pedreiros de cimento e acabadores de concreto;717025;Operador de vibrador de concreto;0.6493506493506493
2;47-2053.00;Terrazzo Workers and Finishers;Terrazzo Workers and Finishers;;;
2;47-2061.00;Construction Laborers;Trabalhadores da construção civil;710205;Encarregado de construção civil;0.71875
2;47-2071.00;Paving, Surfacing, and Tamping Equipment Operators;Operadores de equipamento de pavimentação, revestimento e equipamento de laminação;821105;Operador de centro de controle e equipamentos da sinterização;0.6573426573426573
2;47-2072.00;Pile-Driver Operators;Operadores de Pilhas;421125;Operador de caixa;0.7567567567567568
2;47-2072.00;Pile-Driver Operators;Operadores de Pilhas;373145;Operador de cabos;0.7567567567567568
2;47-2073.00;Operating Engineers and Other Construction Equipment Operators;Engenheiros Operacionais e Outros Operadores de Equipamentos de Construção;;;
2;47-2081.00;Drywall and Ceiling Tile Installers;Instaladores de telhas de tijolos e tectos;828110;Prensista de telhas e tijolos;0.676056338028169
2;47-2082.00;Tapers;Tapers;376255;Trapezista;0.625
3;47-2111.00;Electricians;Eletricistas;951105;Eletricista;0.9565217391304348
2;47-2121.00;Glaziers;Vidraças;;;
2;47-2131.00;Insulation Workers, Floor, Ceiling, and Wall;Trabalhadores de isolamento, piso, teto e parede;;;
2;47-2132.00;Insulation Workers, Mechanical;Trabalhadores de isolamento, mecânicos;514325;Trabalhador de manutenção de edifícios;0.6578947368421053
2;47-2141.00;Painters, Construction and Maintenance;Pintores, Construção e Manutenção;710205;Supervisor de construções e manutenção;0.676056338028169
2;47-2142.00;Paperhangers;Paperhangers;631105;Pirangueiro;0.6086956521739131
2;47-2151.00;Pipelayers;Pipelayers;;;
3;47-2152.01;Pipe Fitters and Steamfitters;Pipe Fitters e Steamfitters;;;
3;47-2152.02;Plumbers;Encanadores;724110;Encanador;0.9
1;47-2161.00;Plasterers and Stucco Masons;Plâters e pedreiros de estuque;;;
2;47-2171.00;Reinforcing Iron and Rebar Workers;Trabalhadores de reforço e armadura;811130;Trabalhador de fabricação de tintas;0.6285714285714286
2;47-2181.00;Roofers;Roofers;782305;Chofer;0.6153846153846154
2;47-2211.00;Sheet Metal Workers;Trabalhadores de chapa metálica;632215;Trabalhador da cultura oiticica;0.6774193548387096
2;47-2221.00;Structural Iron and Steel Workers;Trabalhadores Estruturais de Ferro e Aço;622105;Trabalhador da cultura de arroz;0.676056338028169
2;47-2231.00;Solar Photovoltaic Installers;Instaladores de energia solar fotovoltaica;732140;Instalador de sistemas fotovoltaicos;0.7435897435897436
2;47-3011.00;Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters;Ajudantes - Brickmasons, Blockmasons, Stonemasons e Setters de azulejos e mármores;;;
2;47-3012.00;Helpers--Carpenters;Ajudantes - Carpinteiros;711130;Ajudante de mineiro;0.7441860465116279
2;47-3013.00;Helpers--Electricians;Auxiliares - Eletricistas;223705;Auxiliar de dietista;0.7111111111111111
2;47-3013.00;Helpers--Electricians;Auxiliares - Eletricistas;322415;Auxiliar de dentista;0.7111111111111111
1;47-3014.00;Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons;Auxiliares - Pintores, Paperhangers, Plasterers e Pedreiros de estuque;;;
2;47-3015.00;Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters;Auxiliares - Pipelayers, encanadores, Pipefitters e Steamfitters;;;
2;47-3016.00;Helpers--Roofers;Ajudantes - Roofers;513505;Ajudante de confeiteiro;0.6666666666666666
3;47-4011.00;Construction and Building Inspectors;Inspetores de Construção e Construção;710205;Supervisor de construção e conservação;0.72
3;47-4021.00;Elevator Installers and Repairers;Instaladores e reparadores de elevadores;731305;Instalador reparador de central;0.7323943661971831
2;47-4031.00;Fence Erectors;Erectores de vedação;261115;Diretor de redação;0.7894736842105263
