"CBO2002";"CIUO88";"titulo"
"391115";"3119";"Técnicos en ciencias físicas y químicas y en ingeniería, no clasificados bajo otros epígrafes"
"391120";"3119";"Técnicos en ciencias físicas y químicas y en ingeniería, no clasificados bajo otros epígrafes"
"342105";"3119";"Técnicos en ciencias físicas y químicas y en ingeniería, no clasificados bajo otros epígrafes"
"317110";"3121";"Técnicos en programación informática"
"317115";"3121";"Técnicos en programación informática"
"317205";"3122";"Técnicos en control de equipos informáticos"
"313130";"3131";"Fotógrafos y operadores de equipos de grabación de imagen y sonido"
"374120";"3131";"Fotógrafos y operadores de equipos de grabación de imagen y sonido"
"374125";"3131";"Fotógrafos y operadores de equipos de grabación de imagen y sonido"
"261805";"3131";"Fotógrafos y operadores de equipos de grabación de imagen y sonido"
"261815";"3131";"Fotógrafos y operadores de equipos de grabación de imagen y sonido"
"261810";"3131";"Fotógrafos y operadores de equipos de grabación de imagen y sonido"
"261820";"3131";"Fotógrafos y operadores de equipos de grabación de imagen y sonido"
"372105";"3131";"Fotógrafos y operadores de equipos de grabación de imagen y sonido"
"372115";"3131";"Fotógrafos y operadores de equipos de grabación de imagen y sonido"
"374210";"3131";"Fotógrafos y operadores de equipos de grabación de imagen y sonido"
"374105";"3131";"Fotógrafos y operadores de equipos de grabación de imagen y sonido"
"372205";"3132";"Operadores de equipos de radiodifusión, televisión y telecomunicaciones"
"372210";"3132";"Operadores de equipos de radiodifusión, televisión y telecomunicaciones"
"374305";"3132";"Operadores de equipos de radiodifusión, televisión y telecomunicaciones"
"373220";"3132";"Operadores de equipos de radiodifusión, televisión y telecomunicaciones"
"374420";"3132";"Operadores de equipos de radiodifusión, televisión y telecomunicaciones"
"324115";"3133";"Operadores de aparatos de diagnóstico y tratamiento médicos"
"324110";"3133";"Operadores de aparatos de diagnóstico y tratamiento médicos"
"324105";"3133";"Operadores de aparatos de diagnóstico y tratamiento médicos"
"215220";"3141";"Oficiales maquinistas"
"215210";"3141";"Oficiales maquinistas"
"215205";"3141";"Oficiales maquinistas"
"215115";"3142";"Capitanes, oficiales de cubierta y prácticos"
"341215";"3142";"Capitanes, oficiales de cubierta y prácticos"
"215105";"3142";"Capitanes, oficiales de cubierta y prácticos"
"341225";"3142";"Capitanes, oficiales de cubierta y prácticos"
"341220";"3142";"Capitanes, oficiales de cubierta y prácticos"
"215140";"3142";"Capitanes, oficiales de cubierta y prácticos"
"341230";"3142";"Capitanes, oficiales de cubierta y prácticos"
"215135";"3142";"Capitanes, oficiales de cubierta y prácticos"
"215145";"3142";"Capitanes, oficiales de cubierta y prácticos"
"215305";"3143";"Pilotos de aviación y afines"
"341105";"3143";"Pilotos de aviación y afines"
"341115";"3143";"Pilotos de aviación y afines"
"215315";"3143";"Pilotos de aviación y afines"
"215310";"3143";"Pilotos de aviación y afines"
"342510";"3144";"Controladores de tráfico aéreo"
"342505";"3144";"Controladores de tráfico aéreo"
"342515";"3144";"Controladores de tráfico aéreo"
"342530";"3144";"Controladores de tráfico aéreo"
"391210";"3152";"Inspectores de seguridad y salud y control de calidad"
"391205";"3152";"Inspectores de seguridad y salud y control de calidad"
"391220";"3152";"Inspectores de seguridad y salud y control de calidad"
"391215";"3152";"Inspectores de seguridad y salud y control de calidad"
"254310";"3152";"Inspectores de seguridad y salud y control de calidad"
"391230";"3152";"Inspectores de seguridad y salud y control de calidad"
"391225";"3152";"Inspectores de seguridad y salud y control de calidad"
"761810";"3152";"Inspectores de seguridad y salud y control de calidad"
"761815";"3152";"Inspectores de seguridad y salud y control de calidad"
"761820";"3152";"Inspectores de seguridad y salud y control de calidad"
"761805";"3152";"Inspectores de seguridad y salud y control de calidad"
"324205";"3211";"Técnicos en ciencias biológicas y afines"
"325115";"3211";"Técnicos en ciencias biológicas y afines"
"325110";"3211";"Técnicos en ciencias biológicas y afines"
"328105";"3211";"Técnicos en ciencias biológicas y afines"
"328110";"3211";"Técnicos en ciencias biológicas y afines"
"321110";"3212";"Técnicos en agronomía, zootecnia y silvicultura"
"321105";"3212";"Técnicos en agronomía, zootecnia y silvicultura"
"323105";"3212";"Técnicos en agronomía, zootecnia y silvicultura"
"321305";"3212";"Técnicos en agronomía, zootecnia y silvicultura"
"321205";"3212";"Técnicos en agronomía, zootecnia y silvicultura"
"395105";"3212";"Técnicos en agronomía, zootecnia y silvicultura"
"321210";"3212";"Técnicos en agronomía, zootecnia y silvicultura"
"321310";"3212";"Técnicos en agronomía, zootecnia y silvicultura"
"352210";"3222";"Higienistas y otro personal sanitario"
"322305";"3224";"Técnicos en optometría y ópticos"
"322405";"3225";"Dentistas auxiliares y ayudantes de odontología"
"322410";"3225";"Dentistas auxiliares y ayudantes de odontología"
"322505";"3226";"Fisioterapeutas y afines"
"322105";"3229";"Profesionales de nivel medio de la medicina moderna y la salud (excepto el personal de enfermería y partería), no clasificados bajo otros epígrafes"
"322115";"3229";"Profesionales de nivel medio de la medicina moderna y la salud (excepto el personal de enfermería y partería), no clasificados bajo otros epígrafes"
"322110";"3229";"Profesionales de nivel medio de la medicina moderna y la salud (excepto el personal de enfermería y partería), no clasificados bajo otros epígrafes"
"322205";"3231";"Personal de enfermería de nivel medio"
"322215";"3231";"Personal de enfermería de nivel medio"
"322210";"3231";"Personal de enfermería de nivel medio"
"322220";"3231";"Personal de enfermería de nivel medio"
"322230";"3231";"Personal de enfermería de nivel medio"
"322235";"3231";"Personal de enfermería de nivel medio"
"322225";"3231";"Personal de enfermería de nivel medio"
"215110";"3242";"Curanderos"
"253305";"3411";"Agentes de bolsa, cambio y otros servicios financieros"
"351715";"3412";"Agentes de seguros"
"351725";"3412";"Agentes de seguros"
"351720";"3412";"Agentes de seguros"
"351740";"3412";"Agentes de seguros"
"351705";"3412";"Agentes de seguros"
"351710";"3412";"Agentes de seguros"
"354505";"3412";"Agentes de seguros"
"351730";"3412";"Agentes de seguros"
"354605";"3413";"Agentes inmobiliarios"
"354815";"3414";"Agentes de viajes"
"354810";"3414";"Agentes de viajes"
"354805";"3414";"Agentes de viajes"
"354125";"3415";"Representantes comerciales y técnicos de ventas"
"354145";"3415";"Representantes comerciales y técnicos de ventas"
"520110";"3415";"Representantes comerciales y técnicos de ventas"
"354120";"3415";"Representantes comerciales y técnicos de ventas"
"354130";"3415";"Representantes comerciales y técnicos de ventas"
"354135";"3415";"Representantes comerciales y técnicos de ventas"
"354140";"3415";"Representantes comerciales y técnicos de ventas"
"354205";"3416";"Compradores"
"354210";"3416";"Compradores"
"354405";"3417";"Tasadores y subastadores"
"354415";"3417";"Tasadores y subastadores"
"354410";"3417";"Tasadores y subastadores"
"354705";"3421";"Agentes de compras y consignatarios"
"342210";"3422";"Declarantes o gestores de aduana"
"342205";"3422";"Declarantes o gestores de aduana"
"351315";"3423";"Agentes públicos y privados de colocación y contratistas de mano de obra"
"351110";"3431";"Profesionales de nivel medio de servicios administrativos y afines"
"371105";"3431";"Profesionales de nivel medio de servicios administrativos y afines"
"351425";"3432";"Profesionales de nivel medio del derecho y servicios legales o afines"
"351410";"3432";"Profesionales de nivel medio del derecho y servicios legales o afines"
"351405";"3432";"Profesionales de nivel medio del derecho y servicios legales o afines"
"351430";"3432";"Profesionales de nivel medio del derecho y servicios legales o afines"
"351105";"3433";"Tenedores de libros"
"424125";"3434";"Profesionales de nivel medio de servicios estadísticos, matemáticos y afines"
"351305";"3434";"Profesionales de nivel medio de servicios estadísticos, matemáticos y afines"
"351310";"3434";"Profesionales de nivel medio de servicios estadísticos, matemáticos y afines"
"252310";"3439";"Profesionales de nivel medio de servicios de administración, no clasificados bajo otros epígrafes"
"254415";"3442";"Funcionarios del fisco"
"254405";"3442";"Funcionarios del fisco"
"254110";"3442";"Funcionarios del fisco"
"352205";"3444";"Funcionarios de servicios de expedición de licencias y permisos"
"352310";"3449";"Agentes de las administraciones públicas de aduanas, impuestos y afines, no clasificados bajo otros epígrafes"
"352305";"3449";"Agentes de las administraciones públicas de aduanas, impuestos y afines, no clasificados bajo otros epígrafes"
"352410";"3449";"Agentes de las administraciones públicas de aduanas, impuestos y afines, no clasificados bajo otros epígrafes"
"351810";"3450";"Inspectores de policía y detectives"
"204105";"3450";"Inspectores de policía y detectives"
"351805";"3450";"Inspectores de policía y detectives"
"351815";"3450";"Inspectores de policía y detectives"
"262320";"3471";"Decoradores y diseñadores"
"375105";"3471";"Decoradores y diseñadores"
"375110";"3471";"Decoradores y diseñadores"
"261710";"3472";"Locutores de radio y televisión y afines"
"376325";"3472";"Locutores de radio y televisión y afines"
"376305";"3472";"Locutores de radio y televisión y afines"
"376245";"3474";"Payasos, prestidigitadores, acróbatas y afines"
"376235";"3474";"Payasos, prestidigitadores, acróbatas y afines"
"376205";"3474";"Payasos, prestidigitadores, acróbatas y afines"
"376255";"3474";"Payasos, prestidigitadores, acróbatas y afines"
"376215";"3474";"Payasos, prestidigitadores, acróbatas y afines"
"376220";"3474";"Payasos, prestidigitadores, acróbatas y afines"
"376225";"3474";"Payasos, prestidigitadores, acróbatas y afines"
"376230";"3474";"Payasos, prestidigitadores, acróbatas y afines"
"224125";"3475";"Atletas, deportistas y afines"
"224120";"3475";"Atletas, deportistas y afines"
"224135";"3475";"Atletas, deportistas y afines"
"224115";"3475";"Atletas, deportistas y afines"
"224130";"3475";"Atletas, deportistas y afines"
"377110";"3475";"Atletas, deportistas y afines"
"377135";"3475";"Atletas, deportistas y afines"
"377130";"3475";"Atletas, deportistas y afines"
"377145";"3475";"Atletas, deportistas y afines"
"377105";"3475";"Atletas, deportistas y afines"
"377115";"3475";"Atletas, deportistas y afines"
"377205";"3475";"Atletas, deportistas y afines"
"351510";"4111";"Taquígrafos y mecanógrafos"
"412115";"4111";"Taquígrafos y mecanógrafos"
"412105";"4112";"Operadores de máquinas de tratamiento de textos y afines"
"412120";"4113";"Operadores de entrada de datos"
"412110";"4113";"Operadores de entrada de datos"
"351505";"4115";"Secretarios"
"351515";"4115";"Secretarios"
"411010";"4121";"Empleados de contabilidad y cálculo de costos"
"413110";"4121";"Empleados de contabilidad y cálculo de costos"
"411005";"4121";"Empleados de contabilidad y cálculo de costos"
"411045";"4121";"Empleados de contabilidad y cálculo de costos"
"411020";"4121";"Empleados de contabilidad y cálculo de costos"
"413105";"4121";"Empleados de contabilidad y cálculo de costos"
"413115";"4121";"Empleados de contabilidad y cálculo de costos"
"411040";"4121";"Empleados de contabilidad y cálculo de costos"
"411030";"4121";"Empleados de contabilidad y cálculo de costos"
"411025";"4121";"Empleados de contabilidad y cálculo de costos"
"411035";"4122";"Empleados de servicios estadísticos y financieros"
"410105";"4122";"Empleados de servicios estadísticos y financieros"
"410235";"4122";"Empleados de servicios estadísticos y financieros"
"253205";"4122";"Empleados de servicios estadísticos y financieros"
"353230";"4122";"Empleados de servicios estadísticos y financieros"
"353235";"4122";"Empleados de servicios estadísticos y financieros"
"410225";"4122";"Empleados de servicios estadísticos y financieros"
"410215";"4122";"Empleados de servicios estadísticos y financieros"
"410230";"4122";"Empleados de servicios estadísticos y financieros"
"410210";"4122";"Empleados de servicios estadísticos y financieros"
"413210";"4122";"Empleados de servicios estadísticos y financieros"
"353225";"4122";"Empleados de servicios estadísticos y financieros"
"413215";"4122";"Empleados de servicios estadísticos y financieros"
"353205";"4122";"Empleados de servicios estadísticos y financieros"
"413220";"4122";"Empleados de servicios estadísticos y financieros"
"413225";"4122";"Empleados de servicios estadísticos y financieros"
"413230";"4122";"Empleados de servicios estadísticos y financieros"
"414110";"4131";"Empleados de control de abastecimientos inventario"
"410205";"4131";"Empleados de control de abastecimientos inventario"
"410220";"4131";"Empleados de control de abastecimientos inventario"
"414105";"4131";"Empleados de control de abastecimientos inventario"
"414115";"4131";"Empleados de control de abastecimientos inventario"
"414210";"4132";"Empleados de servicios de apoyo a la producción"
"414215";"4132";"Empleados de servicios de apoyo a la producción"
"414205";"4132";"Empleados de servicios de apoyo a la producción"
"510105";"4133";"Empleados de servicios de transporte"
"342610";"4133";"Empleados de servicios de transporte"
"342305";"4133";"Empleados de servicios de transporte"
"342310";"4133";"Empleados de servicios de transporte"
"342605";"4133";"Empleados de servicios de transporte"
"342315";"4133";"Empleados de servicios de transporte"
"415130";"4141";"Empleados de bibliotecas y archivos"
"415105";"4141";"Empleados de bibliotecas y archivos"
"415120";"4141";"Empleados de bibliotecas y archivos"
"415125";"4141";"Empleados de bibliotecas y archivos"
"415210";"4142";"Empleados de servicios de correos"
"415205";"4142";"Empleados de servicios de correos"
"415115";"4143";"Codificadores de datos, correctores de pruebas de imprenta y afines"
"412205";"4190";"Otros oficinistas"
"421125";"4211";"Cajeros y expendedores de billetes"
"421105";"4211";"Cajeros y expendedores de billetes"
"421115";"4211";"Cajeros y expendedores de billetes"
"421120";"4211";"Cajeros y expendedores de billetes"
"421110";"4211";"Cajeros y expendedores de billetes"
"423105";"4211";"Cajeros y expendedores de billetes"
"421210";"4213";"Receptores de apuestas y afines"
"421205";"4213";"Receptores de apuestas y afines"
"421310";"4215";"Cobradores y afines"
"421305";"4215";"Cobradores y afines"
"420110";"4222";"Recepcionistas y empleados de informaciones"
"422105";"4222";"Recepcionistas y empleados de informaciones"
"420105";"4222";"Recepcionistas y empleados de informaciones"
"422125";"4222";"Recepcionistas y empleados de informaciones"
"420125";"4222";"Recepcionistas y empleados de informaciones"
"422120";"4222";"Recepcionistas y empleados de informaciones"
"422110";"4222";"Recepcionistas y empleados de informaciones"
"422115";"4222";"Recepcionistas y empleados de informaciones"
"420135";"4222";"Recepcionistas y empleados de informaciones"
"519945";"4222";"Recepcionistas y empleados de informaciones"
"422205";"4223";"Telefonistas"
"511115";"5111";"Camareros y azafatas"
"511105";"5111";"Camareros y azafatas"
"511110";"5111";"Camareros y azafatas"
"511220";"5112";"Revisores, guardas y cobradores de los transportes públicos"
"342405";"5112";"Revisores, guardas y cobradores de los transportes públicos"
"511205";"5112";"Revisores, guardas y cobradores de los transportes públicos"
"511210";"5112";"Revisores, guardas y cobradores de los transportes públicos"
"511215";"5112";"Revisores, guardas y cobradores de los transportes públicos"
"511405";"5113";"Guías"
"513110";"5121";"Ecónomos, mayordomos y afines"
"513105";"5121";"Ecónomos, mayordomos y afines"
"513115";"5121";"Ecónomos, mayordomos y afines"
"510115";"5121";"Ecónomos, mayordomos y afines"
"513205";"5122";"Cocineros"
"513210";"5122";"Cocineros"
"513220";"5122";"Cocineros"
"513225";"5122";"Cocineros"
"513435";"5123";"Camareros y taberneros"
"510130";"5123";"Camareros y taberneros"
"513315";"5123";"Camareros y taberneros"
"513425";"5123";"Camareros y taberneros"
"513405";"5123";"Camareros y taberneros"
"510135";"5123";"Camareros y taberneros"
"513410";"5123";"Camareros y taberneros"
"513420";"5123";"Camareros y taberneros"
"513430";"5123";"Camareros y taberneros"
"513415";"5123";"Camareros y taberneros"
"513320";"5123";"Camareros y taberneros"
"513325";"5123";"Camareros y taberneros"
"513305";"5123";"Camareros y taberneros"
"513310";"5123";"Camareros y taberneros"
"516205";"5131";"Niñeras y celadoras infantiles"
"516215";"5131";"Niñeras y celadoras infantiles"
"515215";"5132";"Ayudantes de enfermería en instituciones"
"818110";"5132";"Ayudantes de enfermería en instituciones"
"515110";"5132";"Ayudantes de enfermería en instituciones"
"515120";"5132";"Ayudantes de enfermería en instituciones"
"515205";"5132";"Ayudantes de enfermería en instituciones"
"818105";"5132";"Ayudantes de enfermería en instituciones"
"515115";"5133";"Ayudantes de enfermería a domicilio"
"515225";"5139";"Trabajadores de los cuidados personales y afines, no clasificados bajo otros epígrafes"
"519305";"5139";"Trabajadores de los cuidados personales y afines, no clasificados bajo otros epígrafes"
"516110";"5141";"Peluqueros, especialistas en tratamientos de belleza y afines"
"516105";"5141";"Peluqueros, especialistas en tratamientos de belleza y afines"
"322120";"5141";"Peluqueros, especialistas en tratamientos de belleza y afines"
"516120";"5141";"Peluqueros, especialistas en tratamientos de belleza y afines"
"516140";"5141";"Peluqueros, especialistas en tratamientos de belleza y afines"
"516130";"5141";"Peluqueros, especialistas en tratamientos de belleza y afines"
"516125";"5141";"Peluqueros, especialistas en tratamientos de belleza y afines"
"516505";"5143";"Personal de pompas fúnebres y embalsamadores"
"516705";"5151";"Astrólogos y afines"
"517110";"5161";"Bomberos"
"517105";"5161";"Bomberos"
"510305";"5161";"Bomberos"
"517205";"5162";"Policías"
"517210";"5162";"Policías"
"517215";"5162";"Policías"
"517310";"5162";"Policías"
"517325";"5162";"Policías"
"517220";"5162";"Policías"
"517315";"5163";"Guardianes de prisión"
"510310";"5169";"Personal de los servicios de protección y seguridad, no clasificado bajo otros epígrafes"
"517115";"5169";"Personal de los servicios de protección y seguridad, no clasificado bajo otros epígrafes"
"517330";"5169";"Personal de los servicios de protección y seguridad, no clasificado bajo otros epígrafes"
"517305";"5169";"Personal de los servicios de protección y seguridad, no clasificado bajo otros epígrafes"
"517320";"5169";"Personal de los servicios de protección y seguridad, no clasificado bajo otros epígrafes"
"376410";"5210";"Modelos de modas, arte y publicidad"
"376405";"5210";"Modelos de modas, arte y publicidad"
"376415";"5210";"Modelos de modas, arte y publicidad"
"521125";"5220";"Vendedores y demostradores de tiendas y almacenes"
"521110";"5220";"Vendedores y demostradores de tiendas y almacenes"
"521115";"5220";"Vendedores y demostradores de tiendas y almacenes"
"521120";"5220";"Vendedores y demostradores de tiendas y almacenes"
"521105";"5220";"Vendedores y demostradores de tiendas y almacenes"
"521135";"5220";"Vendedores y demostradores de tiendas y almacenes"
"521130";"5220";"Vendedores y demostradores de tiendas y almacenes"
"612620";"6111";"Agricultores y trabajadores calificados de cultivos extensivos"
"622120";"6111";"Agricultores y trabajadores calificados de cultivos extensivos"
"622105";"6111";"Agricultores y trabajadores calificados de cultivos extensivos"
"622115";"6111";"Agricultores y trabajadores calificados de cultivos extensivos"
"622110";"6111";"Agricultores y trabajadores calificados de cultivos extensivos"
"612120";"6111";"Agricultores y trabajadores calificados de cultivos extensivos"
"622215";"6111";"Agricultores y trabajadores calificados de cultivos extensivos"
"622205";"6111";"Agricultores y trabajadores calificados de cultivos extensivos"
"622210";"6111";"Agricultores y trabajadores calificados de cultivos extensivos"
"612215";"6111";"Agricultores y trabajadores calificados de cultivos extensivos"
"612505";"6112";"Agricultores y trabajadores calificados de plantaciones de árboles y arbustos"
"622740";"6112";"Agricultores y trabajadores calificados de plantaciones de árboles y arbustos"
"622515";"6112";"Agricultores y trabajadores calificados de plantaciones de árboles y arbustos"
"622610";"6112";"Agricultores y trabajadores calificados de plantaciones de árboles y arbustos"
"622605";"6112";"Agricultores y trabajadores calificados de plantaciones de árboles y arbustos"
"622615";"6112";"Agricultores y trabajadores calificados de plantaciones de árboles y arbustos"
"622805";"6112";"Agricultores y trabajadores calificados de plantaciones de árboles y arbustos"
"622620";"6112";"Agricultores y trabajadores calificados de plantaciones de árboles y arbustos"
"622730";"6112";"Agricultores y trabajadores calificados de plantaciones de árboles y arbustos"
"622705";"6112";"Agricultores y trabajadores calificados de plantaciones de árboles y arbustos"
"622725";"6112";"Agricultores y trabajadores calificados de plantaciones de árboles y arbustos"
"622715";"6112";"Agricultores y trabajadores calificados de plantaciones de árboles y arbustos"
"622720";"6112";"Agricultores y trabajadores calificados de plantaciones de árboles y arbustos"
"622735";"6112";"Agricultores y trabajadores calificados de plantaciones de árboles y arbustos"
"622625";"6112";"Agricultores y trabajadores calificados de plantaciones de árboles y arbustos"
"632520";"6112";"Agricultores y trabajadores calificados de plantaciones de árboles y arbustos"
"622010";"6113";"Agricultores y trabajadores calificados de huertas, invernaderos, viveros y jardines"
"612305";"6113";"Agricultores y trabajadores calificados de huertas, invernaderos, viveros y jardines"
"612405";"6113";"Agricultores y trabajadores calificados de huertas, invernaderos, viveros y jardines"
"622310";"6113";"Agricultores y trabajadores calificados de huertas, invernaderos, viveros y jardines"
"622315";"6113";"Agricultores y trabajadores calificados de huertas, invernaderos, viveros y jardines"
"622305";"6113";"Agricultores y trabajadores calificados de huertas, invernaderos, viveros y jardines"
"622320";"6113";"Agricultores y trabajadores calificados de huertas, invernaderos, viveros y jardines"
"612310";"6113";"Agricultores y trabajadores calificados de huertas, invernaderos, viveros y jardines"
"622425";"6113";"Agricultores y trabajadores calificados de huertas, invernaderos, viveros y jardines"
"622015";"6113";"Agricultores y trabajadores calificados de huertas, invernaderos, viveros y jardines"
"622410";"6113";"Agricultores y trabajadores calificados de huertas, invernaderos, viveros y jardines"
"622020";"6114";"Agricultores y trabajadores calificados de cultivos mixtos"
"612005";"6114";"Agricultores y trabajadores calificados de cultivos mixtos"
"622505";"6114";"Agricultores y trabajadores calificados de cultivos mixtos"
"613005";"6121";"Criadores de ganado y otros animales domésticos, productores de leche y sus derivados"
"613110";"6121";"Criadores de ganado y otros animales domésticos, productores de leche y sus derivados"
"613010";"6121";"Criadores de ganado y otros animales domésticos, productores de leche y sus derivados"
"613115";"6121";"Criadores de ganado y otros animales domésticos, productores de leche y sus derivados"
"613130";"6121";"Criadores de ganado y otros animales domésticos, productores de leche y sus derivados"
"613205";"6121";"Criadores de ganado y otros animales domésticos, productores de leche y sus derivados"
"613215";"6121";"Criadores de ganado y otros animales domésticos, productores de leche y sus derivados"
"623110";"6121";"Criadores de ganado y otros animales domésticos, productores de leche y sus derivados"
"623115";"6121";"Criadores de ganado y otros animales domésticos, productores de leche y sus derivados"
"613120";"6121";"Criadores de ganado y otros animales domésticos, productores de leche y sus derivados"
"623215";"6121";"Criadores de ganado y otros animales domésticos, productores de leche y sus derivados"
"623210";"6121";"Criadores de ganado y otros animales domésticos, productores de leche y sus derivados"
"623205";"6121";"Criadores de ganado y otros animales domésticos, productores de leche y sus derivados"
"613305";"6122";"Avicultores y trabajadores calificados de la avicultura"
"623315";"6122";"Avicultores y trabajadores calificados de la avicultura"
"623410";"6123";"Apicultores y sericicultores y trabajadores calificados de la apicultura y la sericicultura"
"623420";"6123";"Apicultores y sericicultores y trabajadores calificados de la apicultura y la sericicultura"
"623415";"6123";"Apicultores y sericicultores y trabajadores calificados de la apicultura y la sericicultura"
"623015";"6124";"Criadores y trabajadores calificados de la cría de animales domésticos diversos"
"623125";"6129";"Criadores y trabajadores pecuarios calificados de la cría de animales para el mercado y afines, no clasificados bajo otros epígrafes"
"623105";"6129";"Criadores y trabajadores pecuarios calificados de la cría de animales para el mercado y afines, no clasificados bajo otros epígrafes"
"623005";"6129";"Criadores y trabajadores pecuarios calificados de la cría de animales para el mercado y afines, no clasificados bajo otros epígrafes"
"623020";"6129";"Criadores y trabajadores pecuarios calificados de la cría de animales para el mercado y afines, no clasificados bajo otros epígrafes"
"623120";"6129";"Criadores y trabajadores pecuarios calificados de la cría de animales para el mercado y afines, no clasificados bajo otros epígrafes"
"623305";"6129";"Criadores y trabajadores pecuarios calificados de la cría de animales para el mercado y afines, no clasificados bajo otros epígrafes"
"623320";"6129";"Criadores y trabajadores pecuarios calificados de la cría de animales para el mercado y afines, no clasificados bajo otros epígrafes"
"623010";"6129";"Criadores y trabajadores pecuarios calificados de la cría de animales para el mercado y afines, no clasificados bajo otros epígrafes"
"623325";"6129";"Criadores y trabajadores pecuarios calificados de la cría de animales para el mercado y afines, no clasificados bajo otros epígrafes"
"620110";"6130";"Productores y trabajadores agropecuarios calificados cuya producción se destina al mercado"
"620105";"6130";"Productores y trabajadores agropecuarios calificados cuya producción se destina al mercado"
"620115";"6130";"Productores y trabajadores agropecuarios calificados cuya producción se destina al mercado"
"611005";"6130";"Productores y trabajadores agropecuarios calificados cuya producción se destina al mercado"
"621005";"6130";"Productores y trabajadores agropecuarios calificados cuya producción se destina al mercado"
"630110";"6141";"Taladores y otros trabajadores forestales"
"632370";"6141";"Taladores y otros trabajadores forestales"
"632340";"6141";"Taladores y otros trabajadores forestales"
"632215";"6141";"Taladores y otros trabajadores forestales"
"632015";"6141";"Taladores y otros trabajadores forestales"
"632010";"6141";"Taladores y otros trabajadores forestales"
"632125";"6141";"Taladores y otros trabajadores forestales"
"632120";"6141";"Taladores y otros trabajadores forestales"
"632115";"6141";"Taladores y otros trabajadores forestales"
"632110";"6141";"Taladores y otros trabajadores forestales"
"632105";"6141";"Taladores y otros trabajadores forestales"
"632205";"6141";"Taladores y otros trabajadores forestales"
"632210";"6141";"Taladores y otros trabajadores forestales"
"632310";"6141";"Taladores y otros trabajadores forestales"
"632325";"6141";"Taladores y otros trabajadores forestales"
"632355";"6141";"Taladores y otros trabajadores forestales"
"632365";"6141";"Taladores y otros trabajadores forestales"
"632410";"6141";"Taladores y otros trabajadores forestales"
"632505";"6141";"Taladores y otros trabajadores forestales"
"632515";"6141";"Taladores y otros trabajadores forestales"
"632005";"6141";"Taladores y otros trabajadores forestales"
"632605";"6142";"Carboneros de carbón vegetal y afines"
"631325";"6151";"Criadores de especies acuáticas"
"631320";"6151";"Criadores de especies acuáticas"
"631330";"6151";"Criadores de especies acuáticas"
"631335";"6151";"Criadores de especies acuáticas"
"631105";"6152";"Pescadores de agua dulce y en aguas costeras"
"631205";"6153";"Pescadores de alta mar"
"631410";"6153";"Pescadores de alta mar"
"631020";"6153";"Pescadores de alta mar"
"631210";"6153";"Pescadores de alta mar"
"631010";"6153";"Pescadores de alta mar"
"631005";"6153";"Pescadores de alta mar"
"710120";"7111";"Mineros y canteros"
"711130";"7111";"Mineros y canteros"
"711110";"7111";"Mineros y canteros"
"711125";"7111";"Mineros y canteros"
"711105";"7111";"Mineros y canteros"
"710105";"7111";"Mineros y canteros"
"710110";"7111";"Mineros y canteros"
"711120";"7112";"Pegadores"
"711115";"7113";"Tronzadores, labrantes y grabadores de piedra"
"712205";"7113";"Tronzadores, labrantes y grabadores de piedra"
"712220";"7113";"Tronzadores, labrantes y grabadores de piedra"
"712230";"7113";"Tronzadores, labrantes y grabadores de piedra"
"712225";"7113";"Tronzadores, labrantes y grabadores de piedra"
"712210";"7113";"Tronzadores, labrantes y grabadores de piedra"
"712215";"7113";"Tronzadores, labrantes y grabadores de piedra"
"720220";"7122";"Albañiles y mamposteros"
"715210";"7122";"Albañiles y mamposteros"
"715230";"7122";"Albañiles y mamposteros"
"715215";"7122";"Albañiles y mamposteros"
"715220";"7122";"Albañiles y mamposteros"
"715225";"7122";"Albañiles y mamposteros"
"716605";"7122";"Albañiles y mamposteros"
"715205";"7122";"Albañiles y mamposteros"
"715305";"7123";"Operarios en cemento armado, enfoscadores y afines"
"715310";"7123";"Operarios en cemento armado, enfoscadores y afines"
"715315";"7123";"Operarios en cemento armado, enfoscadores y afines"
"716105";"7123";"Operarios en cemento armado, enfoscadores y afines"
"716110";"7123";"Operarios en cemento armado, enfoscadores y afines"
"715510";"7124";"Carpinteros de armar y de blanco"
"715505";"7124";"Carpinteros de armar y de blanco"
"715525";"7124";"Carpinteros de armar y de blanco"
"715535";"7124";"Carpinteros de armar y de blanco"
"715530";"7124";"Carpinteros de armar y de blanco"
"715515";"7124";"Carpinteros de armar y de blanco"
"777115";"7124";"Carpinteros de armar y de blanco"
"777110";"7124";"Carpinteros de armar y de blanco"
"777105";"7124";"Carpinteros de armar y de blanco"
"715520";"7124";"Carpinteros de armar y de blanco"
"777210";"7124";"Carpinteros de armar y de blanco"
"777205";"7124";"Carpinteros de armar y de blanco"
"715540";"7124";"Carpinteros de armar y de blanco"
"710205";"7129";"Oficiales y operarios de la construcción (obra gruesa) y afines, no clasificados bajo otros epígrafes"
"710220";"7129";"Oficiales y operarios de la construcción (obra gruesa) y afines, no clasificados bajo otros epígrafes"
"710210";"7129";"Oficiales y operarios de la construcción (obra gruesa) y afines, no clasificados bajo otros epígrafes"
"710225";"7129";"Oficiales y operarios de la construcción (obra gruesa) y afines, no clasificados bajo otros epígrafes"
"710215";"7129";"Oficiales y operarios de la construcción (obra gruesa) y afines, no clasificados bajo otros epígrafes"
