CODIGO;TITULO;trad;Job_Zone;code;prox;title
424110;Entrevistador de pesquisa de opinião e mídia;Interviewer for opinion and media research;3;43-4131.00;0.5428571428571428;Loan Interviewers and Clerks
424130;Entrevistador social;Social interviewer;4;11-9151.00;0.5818181818181818;Social and Community Service Managers
424120;Entrevistador de preços;Price Interviewer;3;43-4131.00;0.5333333333333333;Loan Interviewers and Clerks
424115;Entrevistador de pesquisas de mercado;Market Research Interviewer;5;19-3022.00;0.5777777777777777;Survey Researchers
424210;Aplicador de provas (concurso, avaliação,exame);Applicant of tests (competition, evaluation, examination);;;;
424205;Coordenador de provas (concurso, avaliação, exame);Coordinator of tests (competition, evaluation, examination);;;;
510130;Chefe de bar;Barman;1;35-3022.01;0.5714285714285714;Baristas
510105;Supervisor de transportes;Transportation Supervisor;4;11-3071.01;0.75;Transportation Managers
510135;Maître;Master;1;41-2011.00;0.5714285714285714;Cashiers
510110;Administrador de edifícios;Building Administrator;3;15-1199.03;0.7;Web Administrators
510120;Chefe de portaria de hotel;Hotel concierge head;3;39-6012.00;0.5333333333333333;Concierges
510115;Supervisor de andar;Floor supervisor;2;39-1012.00;0.75;Slot Supervisors
510205;Supervisor de lavanderia;Laundry Supervisor;2;39-1011.00;0.7222222222222222;Gaming Supervisors
510310;Supervisor de vigilantes;Supervisor of vigilantes;2;45-1011.05;0.5846153846153846;First-Line Supervisors of Logging Workers
510305;Supervisor de bombeiros;Fire Supervisor;2;39-1011.00;0.7272727272727273;Gaming Supervisors
511115;Taifeiro (exceto militares);Steward (except military);;;;
511110;Comissário de trem;Train commissar;;;;
511105;Comissário de vôo;Flight atendant;3;53-2031.00;0.875;Flight Attendants
511205;Fiscal de transportes coletivos (exceto trem);Collective transportation tax (except train);2;53-6061.00;0.5473684210526316;Transportation Attendants, Except Flight Attendants
511210;Despachante de transportes coletivos (exceto trem);Freight forwarder (except train);2;43-5011.01;0.64;Freight Forwarders
511220;Bilheteiro (estações de metrô, ferroviárias e assemelhadas);Ticket office (subway, railway and similar stations);;;;
511215;Cobrador de transportes coletivos (exceto trem);Collector of collective transport (except train);;;;
511405;Guia de turismo;Tour guide;3;39-7012.00;0.6086956521739131;Travel Guides
511510;Condutor de turismo de pesca;Fishing Tour Driver;3;27-1022.00;0.5555555555555556;Fashion Designers
511505;Condutor de turismo de aventura;Adventure Tour Driver;4;27-1025.00;0.5128205128205128;Interior Designers
512110;Empregado doméstico  arrumador;Domestic servant usher;3;45-4011.00;0.5283018867924528;Forest and Conservation Workers
512120;Empregado doméstico diarista;Domestic employee;;;;
512115;Empregado doméstico  faxineiro;Domestic servant cleaner;4;11-3051.04;0.5384615384615384;Biomass Power Plant Managers
512105;Empregado  doméstico  nos serviços gerais;Domestic servant in general services;3;19-4093.00;0.5352112676056338;Forest and Conservation Technicians
513115;Governanta de hotelaria;Hotelkeeper;3;49-9031.00;0.5142857142857142;Home Appliance Repairers
513110;Mordomo de hotelaria;Hotel butler;2;43-3071.00;0.5263157894736842;Tellers
513105;Mordomo de residência;Residence Butler;2;43-4021.00;0.5945945945945946;Correspondence Clerks
513225;Cozinheiro de embarcações;Boat cook;;;;
513205;Cozinheiro geral;General Cook;3;35-1011.00;0.5625;Chefs and Head Cooks
513210;Cozinheiro do serviço doméstico;Domestic service cook;2;43-5051.00;0.5714285714285714;Postal Service Clerks
513215;Cozinheiro industrial;Industrial cook;5;19-2041.03;0.7777777777777778;Industrial Ecologists
513220;Cozinheiro de hospital;Hospital Cook;5;29-1069.03;0.64;Hospitalists
513320;Camareiro de embarcações;Boatman;1;35-3022.01;0.5333333333333333;Baristas
513325;Guarda-roupeira de cinema;Movie wardrobe;;;;
513315;Camareiro  de hotel;Hotel waiter;;;;
513310;Camareira de televisão;Television room;2;43-2021.00;0.5294117647058824;Telephone Operators
513305;Camareira de teatro;Theater chambermaid;;;;
513420;Barman;Barman;1;35-3022.01;0.5714285714285714;Baristas
513425;Copeiro;Copeiro;3;13-1041.06;0.5333333333333333;Coroners
513435;Atendente de lanchonete;Attendant cafeteria;2;35-2012.00;0.5098039215686274;Cooks, Institution and Cafeteria
513430;Copeiro de hospital;Hospital waiter;5;29-1069.03;0.7407407407407407;Hospitalists
513440;Barista;Barista;1;35-3022.01;0.9333333333333333;Baristas
513415;Cumim;Cumim;;;;
513410;Garçom (serviços de vinhos);Waiter (wine services);1;35-3031.00;0.5454545454545454;Waiters and Waitresses
513405;Garçom;Waiter;1;41-2011.00;0.5714285714285714;Cashiers
513505;Auxiliar nos serviços de alimentação;Auxiliary in food services;;;;
513605;Churrasqueiro;Barbecue grill;3;39-5011.00;0.5714285714285714;Barbers
513610;Pizzaiolo;Pizzaiolo;;;;
513615;Sushiman;Suspension;5;29-1067.00;0.5555555555555556;Surgeons
514110;Garagista;Garagista;1;35-3022.01;0.7058823529411765;Baristas
514105;Ascensorista;ascensorista;1;35-3022.01;0.6;Baristas
514115;Sacristão;Sacristão;1;35-3022.01;0.5882352941176471;Baristas
514120;Zelador de edifício;Building Care;;;;
514215;Varredor de rua;Street sweeper;2;43-3021.01;0.5333333333333333;Statement Clerks
514205;Coletor de lixo domiciliar;Home trash collector;;;;
514225;Trabalhador de serviços de limpeza e conservação de áreas públicas;Cleaning and conservation services worker in public areas;3;45-4011.00;0.5454545454545454;Forest and Conservation Workers
514230;Coletor de resíduos sólidos de serviços de saúde;Collector of solid waste of health services;;;;
514305;Limpador de vidros;Glass cleaner;4;11-2022.00;0.5185185185185185;Sales Managers
514310;Auxiliar de manutenção predial;Building Maintenance Advisor;2;47-4051.00;0.6181818181818182;Highway Maintenance Workers
514315;Limpador de fachadas;Facade cleaner;4;13-2061.00;0.5454545454545454;Financial Examiners
514320;Faxineiro;Janitor;4;27-3041.00;0.5714285714285714;Editors
514325;Trabalhador da manutenção de edificações;Building Maintenance Worker;2;47-4051.00;0.7777777777777778;Highway Maintenance Workers
514330;Limpador de piscinas;Swimming pool cleaner;;;;
515140;Agente de combate às endemias;Endemic fighting agent;3;41-3011.00;0.5217391304347826;Advertising Sales Agents
515105;Agente comunitário de saúde;Community health agent;4;21-1094.00;0.7391304347826086;Community Health Workers
515110;Atendente de enfermagem;Nursing attendant;2;31-1014.00;0.6857142857142857;Nursing Assistants
515115;Parteira leiga;Lay midwife;4;29-9099.01;0.5263157894736842;Midwives
515120;Visitador sanitário;Sanitary visitor;3;13-1199.01;0.5161290322580645;Energy Auditors
515125;Agente indígena de saúde;Indigenous health agent;;;;
515130;Agente indígena de saneamento;Indigenous agent of sanitation;;;;
515135;Socorrista (exceto médicos e enfermeiros);Lifeguard (except doctors and nurses);;;;
515220;Auxiliar de laboratório de imunobiológicos;Laboratory assistant for immunobiological;2;43-4121.00;0.6086956521739131;Library Assistants, Clerical
515225;Auxiliar de produção farmacêutica;Pharmaceutical Production Assistant;3;31-2021.00;0.59375;Physical Therapist Assistants
515215;Auxiliar de laboratório de análises clínicas;Clinical laboratory assistant;3;29-2012.00;0.6111111111111112;Medical and Clinical Laboratory Technicians
515210;Auxiliar de farmácia de manipulação;Pharmacy Assistant;5;29-1051.00;0.6896551724137931;Pharmacists
515205;Auxiliar de banco de sangue;Blood bank assistant;5;29-1071.00;0.55;Physician Assistants
515325;Sócioeducador;Musician;4;13-1081.00;0.6;Logisticians
515320;Conselheiro tutelar;Guardian counselor;4;13-2071.00;0.6857142857142857;Credit Counselors
515315;Monitor de dependente químico;Chemical dependent monitor;4;17-2041.00;0.5454545454545454;Chemical Engineers
515310;Agente de ação social;Social action agent;4;11-2022.00;0.5454545454545454;Sales Managers
515305;Educador social;Social educator;4;21-1091.00;0.6451612903225806;Health Educators
515330;Monitor de ressocialização prisional;Prison Resuscitation Monitor;4;11-9021.00;0.5306122448979592;Construction Managers
516105;Barbeiro;Barber;3;39-5011.00;0.9230769230769231;Barbers
516110;Cabeleireiro;Hair stylist;4;19-1031.03;0.5714285714285714;Park Naturalists
516140;Pedicure;Pedicure;4;17-1022.01;0.5384615384615384;Geodetic Surveyors
516130;Maquiador de caracterização;Characterization make-up artist;3;29-1124.00;0.5098039215686274;Radiation Therapists
516125;Maquiador;Makeup artist;3;27-1012.00;0.5384615384615384;Craft Artists
516120;Manicure;Manicure;3;27-2031.00;0.5333333333333333;Dancers
516215;Mãe social;Social mother;5;19-3041.00;0.56;Sociologists
516205;Babá;Nanny;3;39-9011.01;0.6666666666666666;Nannies
516210;Cuidador de idosos;Caregiver of the elderly;;;;
516220;Cuidador em saúde;Health care worker;5;21-1022.00;0.7441860465116279;Healthcare Social Workers
516340;Atendente de lavanderia;Laundry Clerk;2;43-4031.01;0.64;Court Clerks
516330;Tingidor de roupas;Clothes dye;;;;
516345;Auxiliar de lavanderia;Laundry Assistant;3;25-9041.00;0.6857142857142857;Teacher Assistants
516335;Conferente-expedidor de roupas (lavanderias);Conference-dispatcher of clothes (laundries);;;;
516310;Lavador de roupas  a maquina;Machine washer;3;51-4041.00;0.5833333333333334;Machinists
516315;Lavador de artefatos de tapeçaria;Upholstery cleaner;2;51-6093.00;0.7333333333333333;Upholsterers
516320;Limpador a seco, à máquina;Dry cleaner, machine;3;49-9043.00;0.52;Maintenance Workers, Machinery
516325;Passador de roupas em geral;General clothes raiser;4;11-1021.00;0.5283018867924528;General and Operations Managers
516305;Lavadeiro, em geral;Laundry in general;4;17-2121.01;0.5294117647058824;Marine Engineers
516410;Limpador de roupas a seco, à mão;Dry cleaner, handy;2;51-6051.00;0.5333333333333333;Sewers, Hand
516415;Passador de roupas, à mão;Clothes-lift, handy;;;;
516405;Lavador de roupas;Clothes washer;1;35-9021.00;0.56;Dishwashers
516505;Agente funerário;Funeral Director;4;27-1011.00;0.6896551724137931;Art Directors
516610;Sepultador;Burial;1;35-3022.01;0.5714285714285714;Baristas
516605;Operador de forno (serviços funerários);Oven Operator (Funeral Services);3;11-9061.00;0.5714285714285714;Funeral Service Managers
516710;Numerólogo;Numerólogo;5;29-1069.04;0.5454545454545454;Neurologists
516705;Astrólogo;Astrologer;5;19-2011.00;0.7619047619047619;Astronomers
516810;Paranormal;Paranormal;2;47-2142.00;0.5454545454545454;Paperhangers
516805;Esotérico;Esoteric;;;;
517110;Bombeiro civil;Civil firefighter;3;33-2011.01;0.717948717948718;Municipal Firefighters
517105;Bombeiro de aeródromo;Airfield Firefighter;2;33-2011.02;0.717948717948718;Forest Firefighters
517115;Salva-vidas;Saves lives;4;41-9031.00;0.6153846153846154;Sales Engineers
517215;Guarda-civil municipal;Municipal civil guard;3;33-2011.01;0.6511627906976745;Municipal Firefighters
517225;Policial legislativo;Legislative police;4;11-1031.00;0.6206896551724138;Legislators
517220;Agente de trânsito;Transit agent;3;41-3041.00;0.6153846153846154;Travel Agents
517210;Policial rodoviário federal;Federal highway police;;;;
517205;Agente de polícia federal;Federal police officer;3;33-3051.01;0.5909090909090909;Police Patrol Officers
517325;Vigia portuário;Port watch;;;;
517330;Vigilante;Vigilante;3;17-3011.02;0.5217391304347826;Civil Drafters
517335;Guarda portuário;Port Guard;2;33-9032.00;0.64;Security Guards
517305;Agente de proteção de aeroporto;Airport Protection Agent;4;11-3051.03;0.5384615384615384;Biofuels Production Managers
517315;Agente de segurança penitenciária;Prison security officer;2;33-9093.00;0.5714285714285714;Transportation Security Screeners
517320;Vigia florestal;Forestry watchtower;2;33-2011.02;0.5789473684210527;Forest Firefighters
517310;Agente de segurança;Security agent;4;11-9199.07;0.7741935483870968;Security Managers
517420;Vigia;Watchman;5;15-2021.00;0.5454545454545454;Mathematicians
517415;Porteiro de locais de diversão;Fun place concierge;3;39-6012.00;0.5517241379310345;Concierges
517405;Porteiro (hotel);Goalkeeper (hotel);;;;
517425;Fiscal de loja;Store Attorney;;;;
517410;Porteiro de edifícios;Building Concierge;3;39-6012.00;0.6428571428571429;Concierges
519115;Mototaxista;Mototaxista;5;29-1024.00;0.5384615384615384;Prosthodontists
519105;Ciclista mensageiro;Messenger cyclist;5;19-3031.03;0.5365853658536586;Counseling Psychologists
519110;Motofretista;The moffrettist;4;19-2031.00;0.5217391304347826;Chemists
519215;Operador de prensa de material reciclável;Recyclable press operator;3;51-5112.00;0.5306122448979592;Printing Press Operators
519205;Catador de material reciclável;Recyclable material picker;2;53-7081.00;0.6268656716417911;Refuse and Recyclable Material Collectors
519210;Selecionador de material reciclável;Recyclable Material Picker;2;53-7081.00;0.6567164179104478;Refuse and Recyclable Material Collectors
519315;Banhista de animais domésticos;Bather of domestic animals;5;15-2021.00;0.55;Mathematicians
519320;Tosador de animais domésticos;Household clippers;1;45-3021.00;0.5263157894736842;Hunters and Trappers
519310;Esteticista de animais domésticos;Pet Beautician;5;15-2041.00;0.5925925925925926;Statisticians
519305;Auxiliar de veterinário;Veterinary Assistant;5;29-1131.00;0.7272727272727273;Veterinarians
519805;Profissional do sexo;Sex worker;2;45-2092.01;0.56;Nursery Workers
519935;Lavador de veículos;Vehicle washer;1;35-9021.00;0.56;Dishwashers
519940;Leiturista;Lecturer;4;15-2011.00;0.5882352941176471;Actuaries
519945;Recepcionista de casas de espetáculos;Entertainment Receptionist;5;19-3011.01;0.6;Environmental Economists
519905;Cartazeiro;Cartel;;;;
519910;Controlador de pragas;Pest Controller;2;37-2021.00;0.8;Pest Control Workers
519915;Engraxate;Get ready;4;17-1022.01;0.5185185185185185;Geodetic Surveyors
519920;Gandula;Sun lounger;2;27-2042.01;0.5555555555555556;Singers
519925;Guardador de veículos;Vehicle keeper;2;49-3091.00;0.5806451612903226;Bicycle Repairers
519930;Lavador de garrafas, vidros e outros utensílios;Bottle, glass and other utensils washer;2;47-2051.00;0.5333333333333333;Cement Masons and Concrete Finishers
520110;Supervisor de vendas comercial;Commercial Sales Supervisor;3;49-9092.00;0.6363636363636364;Commercial Divers
520105;Supervisor de vendas de serviços;Supervisor of sales of services;2;41-1011.00;0.5974025974025974;First-Line Supervisors of Retail Sales Workers
521115;Promotor de vendas;Sales promoter;2;39-5093.00;0.5833333333333334;Shampooers
521135;Frentista;Attendant;3;53-2031.00;0.6923076923076923;Flight Attendants
521130;Atendente de farmácia - balconista;Pharmacy clerk - clerk;2;31-9095.00;0.5555555555555556;Pharmacy Aides
521125;Repositor de mercadorias;Restocker;4;41-9021.00;0.5714285714285714;Real Estate Brokers
521140;Atendente de lojas e mercados;Store and market attendant;2;53-6031.00;0.5714285714285714;Automotive and Watercraft Service Attendants
521105;Vendedor em comércio atacadista;Supplier in wholesale trade;;;;
521110;Vendedor de comércio varejista;Retail Trade Salesperson;2;41-2031.00;0.8372093023255814;Retail Salespersons
521120;Demonstrador de mercadorias;Goods Demonstrator;2;35-2014.00;0.5714285714285714;Cooks, Restaurant
523115;Chaveiro;Locksmith;;;;
523105;Instalador de cortinas e persianas, portas sanfonadas e boxe;Installer of curtains and blinds, folding doors and boxing;;;;
523110;Instalador de som e acessórios de veículos;Vehicle sound and accessory installer;2;47-2051.00;0.5205479452054794;Cement Masons and Concrete Finishers
524105;Vendedor em domicílio;Home Seller;2;31-1011.00;0.5714285714285714;Home Health Aides
524210;Jornaleiro (em banca de jornal);Newspaper (in newsstand);;;;
524215;Vendedor  permissionário;Authorization seller;3;53-6051.01;0.5641025641025641;Aviation Inspectors
524205;Feirante;Marketer;2;41-9041.00;0.6666666666666666;Telemarketers
524315;Baiana de acarajé;Bahia de Acarajé;;;;
524305;Vendedor ambulante;Hawker;2;51-3011.00;0.6666666666666666;Bakers
524310;Pipoqueiro ambulante;Walking chopper;2;43-5081.02;0.5517241379310345;Marking Clerks
611005;Produtor agropecuário, em geral;Agricultural producer, in general;2;45-2091.00;0.5846153846153846;Agricultural Equipment Operators
612005;Produtor agrícola polivalente;Multi-purpose agricultural producer;1;45-2041.00;0.5454545454545454;Graders and Sorters, Agricultural Products
612120;Produtor de gramíneas forrageiras;Forage grass producer;4;27-2032.00;0.5142857142857142;Choreographers
612115;Produtor de cereais de inverno;Producer of winter cereals;4;27-2012.01;0.5142857142857142;Producers
612105;Produtor de arroz;Rice Producer;4;27-2012.01;0.7272727272727273;Producers
612110;Produtor de cana-de-açúcar;Sugar Cane Producer;4;27-2012.01;0.5714285714285714;Producers
612125;Produtor de milho e sorgo;Corn and sorghum grower;2;43-5011.00;0.5531914893617021;Cargo and Freight Agents
612210;Produtor de curauá;Producer of curauá;4;27-2012.01;0.5925925925925926;Producers
612215;Produtor de juta;Jute Producer;4;27-2012.01;0.7272727272727273;Producers
612220;Produtor de rami;Producer of rami;4;27-2012.01;0.64;Producers
612225;Produtor de sisal;Producer of sisal;4;27-2012.01;0.6923076923076923;Producers
612205;Produtor de algodão;Cotton Producer;4;27-2012.01;0.6666666666666666;Producers
612315;Produtor na olericultura de talos, folhas e flores;Producer in the olericultura of stems, leaves and flowers;;;;
612320;Produtor na olericultura de frutos e sementes;Producer in olericultura of fruits and seeds;1;45-2041.00;0.5348837209302325;Graders and Sorters, Agricultural Products
612310;Produtor na olericultura de raízes, bulbos e tubérculos;Producer in the olericultura of roots, bulbs and tubers;;;;
612305;Produtor na olericultura de legumes;Producer in the olericultura of vegetables;1;45-2041.00;0.5476190476190477;Graders and Sorters, Agricultural Products
612415;Produtor de forrações;Building Construction;4;11-9021.00;0.5714285714285714;Construction Managers
612405;Produtor de flores de corte;Cut Flowers Producer;4;27-2012.01;0.5517241379310345;Producers
612410;Produtor de flores em vaso;Flower Pot Producer;4;27-2012.01;0.5714285714285714;Producers
612420;Produtor de plantas ornamentais;Ornamental Plant Producer;5;19-3051.00;0.5384615384615384;Urban and Regional Planners
612510;Produtor de espécies frutíferas rasteiras;Growing species of fruit trees;;;;
612505;Produtor de árvores frutíferas;Producer of fruit trees;4;27-2012.01;0.5625;Producers
612515;Produtor de espécies frutíferas trepadeiras;Producer of climbing fruit species;;;;
612620;Produtor de fumo;Smoke maker;3;47-2011.00;0.6086956521739131;Boilermakers
612625;Produtor de guaraná;Producer of guarana;4;27-2012.01;0.5714285714285714;Producers
612610;Produtor de cacau;Cocoa Producer;4;27-2012.01;0.6956521739130435;Producers
612615;Produtor de erva-mate;Yerba Mate Producer;4;41-9021.00;0.5789473684210527;Real Estate Brokers
612605;Cafeicultor;Coffee grower;3;13-1041.06;0.5714285714285714;Coroners
612730;Produtor da cultura de linho;Growing of flax;;;;
612725;Produtor da cultura de girassol;Sunflower Grower;4;41-3099.01;0.5333333333333333;Energy Brokers
612705;Produtor da cultura de amendoim;Peanut grower;2;47-2142.00;0.56;Paperhangers
612710;Produtor da cultura de canola;Producer of the canola crop;;;;
612715;Produtor da cultura de coco-da-baia;Coco coconut grower;1;35-2015.00;0.5405405405405406;Cooks, Short Order
612720;Produtor da cultura de dendê;Palm oil producer;4;27-2012.01;0.6153846153846154;Producers
612735;Produtor da cultura de mamona;Producer of the castor bean crop;;;;
612740;Produtor da cultura de soja;Grower of soybean;;;;
612810;Produtor de plantas aromáticas e medicinais;Producer of aromatic and medicinal plants;2;39-3093.00;0.5217391304347826;Locker Room, Coatroom, and Dressing Room Attendants
612805;Produtor de especiarias;Producer of spices;4;27-2012.01;0.6666666666666666;Producers
613010;Criador de animais domésticos;Breeder of domestic animals;;;;
613005;Criador em pecuária polivalente;Creator in multipurpose livestock;;;;
613105;Criador de asininos e muares;Asinine and mule breeder;2;47-2044.00;0.5531914893617021;Tile and Marble Setters
613130;Criador de eqüínos;Creator of equines;1;53-7011.00;0.5416666666666666;Conveyor Operators and Tenders
613125;Criador de bubalinos (leite);Creator of buffaloes (milk);;;;
613120;Criador de bubalinos (corte);Creator of buffaloes (cut);;;;
613115;Criador de bovinos (leite);Breeder of cattle (milk);;;;
613110;Criador de bovinos (corte);Breeder of cattle (cut);;;;
613205;Criador de caprinos;Goat breeder;3;45-2021.00;0.5925925925925926;Animal Breeders
613215;Criador de suínos;Breeder of pigs;2;35-3011.00;0.56;Bartenders
613210;Criador de ovinos;Sheep farmer;2;47-2211.00;0.5806451612903226;Sheet Metal Workers
613310;Cunicultor;Cunicultor;4;13-2011.02;0.5555555555555556;Auditors
613305;Avicultor;Avicultor;2;27-2011.00;0.6666666666666666;Actors
613415;Minhocultor;Minhocultor;;;;
613410;Criador de animais produtores de veneno;Creator of animals producing poison;;;;
613405;Apicultor;Beekeeper;2;41-9041.00;0.5454545454545454;Telemarketers
613420;Sericultor;Sericultor;4;11-1031.00;0.5714285714285714;Legislators
620105;Supervisor de exploração agrícola;Farm Supervisor;2;39-1011.00;0.7878787878787878;Gaming Supervisors
620110;Supervisor de exploração agropecuária;Agricultural Supervisor;2;45-2011.00;0.7391304347826086;Agricultural Inspectors
620115;Supervisor de exploração pecuária;Animal husbandry supervisor;2;39-2011.00;0.5714285714285714;Animal Trainers
621005;Trabalhador agropecuário em geral;Agricultural worker in general;2;45-2091.00;0.6129032258064516;Agricultural Equipment Operators
622015;Trabalhador na produção de mudas e sementes;Worker in the production of seedlings and seeds;;;;
622010;Jardineiro;Gardener;2;35-3011.00;0.5555555555555556;Bartenders
622005;Caseiro (agricultura);Domesticated (agriculture);;;;
622020;Trabalhador volante da agricultura;Farming flyer;2;39-3011.00;0.6666666666666666;Gaming Dealers
622120;Trabalhador da cultura de trigo, aveia, cevada e triticale;Wheat, oat, barley and triticale worker;2;51-9123.00;0.55;Painting, Coating, and Decorating Workers
622115;Trabalhador da cultura de milho e sorgo;Corn and sorghum worker;2;51-9195.07;0.6;Molding and Casting Workers
622105;Trabalhador da cultura de arroz;Rice crop worker;4;39-9032.00;0.6470588235294118;Recreation Workers
622110;Trabalhador da cultura de cana-de-açúcar;Sugarcane worker;2;45-2092.01;0.5806451612903226;Nursery Workers
622210;Trabalhador da cultura de sisal;Sisal Culture Worker;2;33-9011.00;0.6190476190476191;Animal Control Workers
622205;Trabalhador da cultura de algodão;Cotton crop worker;2;37-2021.00;0.5789473684210527;Pest Control Workers
622215;Trabalhador da cultura do rami;Rammi Culture Worker;2;43-3041.00;0.6666666666666666;Gaming Cage Workers
622310;Trabalhador na olericultura (legumes);Worker on olericultura (vegetables);;;;
622305;Trabalhador na olericultura (frutos e sementes);Worker in olericultura (fruits and seeds);3;51-8012.00;0.5066666666666667;Power Distributors and Dispatchers
622315;Trabalhador na olericultura (raízes, bulbos e tubérculos);Worker in the olericultura (roots, bulbs and tubers);;;;
622320;Trabalhador na olericultura (talos, folhas e flores);Worker in the olericultura (stalks, leaves and flowers);;;;
622405;Trabalhador no cultivo de flores e folhagens de corte;Worker in the cultivation of cut flowers and foliage;2;47-4099.03;0.5161290322580645;Weatherization Installers and Technicians
622410;Trabalhador no cultivo de flores em vaso;Worker in potted flower cultivation;;;;
622415;Trabalhador no cultivo de forrações;Landscaping worker;1;37-3011.00;0.6071428571428571;Landscaping and Groundskeeping Workers
622420;Trabalhador no cultivo de mudas;Worker in the cultivation of seedlings;;;;
622425;Trabalhador no cultivo de plantas ornamentais;Worker in the cultivation of ornamental plants;;;;
622505;Trabalhador no cultivo de árvores frutíferas;Worker in the cultivation of fruit trees;;;;
622510;Trabalhador no cultivo de espécies frutíferas rasteiras;Worker in the cultivation of low fruit species;;;;
622515;Trabalhador no cultivo de trepadeiras frutíferas;Worker in growing fruit vines;;;;
622615;Trabalhador da cultura de erva-mate;Herb Mate Worker;4;39-9032.00;0.6470588235294118;Recreation Workers
622620;Trabalhador da cultura de fumo;Smoke worker;2;39-5093.00;0.5454545454545454;Shampooers
622625;Trabalhador da cultura de guaraná;Guarana worker;2;45-2092.01;0.5517241379310345;Nursery Workers
622610;Trabalhador da cultura de café;Coffee Culture Worker;2;39-9011.00;0.5789473684210527;Childcare Workers
622605;Trabalhador da cultura de cacau;Cocoa Culture Worker;2;39-9011.00;0.6486486486486487;Childcare Workers
622715;Trabalhador na cultura de coco-da-baía;Worker in Coconut Bay;;;;
622710;Trabalhador na cultura de canola;Canola worker;2;37-2021.00;0.6060606060606061;Pest Control Workers
622725;Trabalhador na cultura de mamona;Worker in castor bean culture;2;51-4052.00;0.5454545454545454;Pourers and Casters, Metal
622730;Trabalhador na cultura de soja;Soybean worker;4;39-9032.00;0.5625;Recreation Workers
622735;Trabalhador na cultura do girassol;Worker in sunflower culture;;;;
622740;Trabalhador na cultura do linho;Worker in flax culture;;;;
622705;Trabalhador na cultura de amendoim;Peanut worker;4;39-9032.00;0.5806451612903226;Recreation Workers
622720;Trabalhador na cultura de dendê;Worker in palm oil;3;53-2012.00;0.5142857142857142;Commercial Pilots
622810;Trabalhador da cultura de plantas aromáticas e medicinais;Worker of aromatic and medicinal plant culture;;;;
622805;Trabalhador da cultura de especiarias;Spice culture worker;2;39-9011.00;0.5405405405405406;Childcare Workers
623025;Casqueador de animais;Animal Catcher;2;39-2011.00;0.6896551724137931;Animal Trainers
623030;Ferrador de animais;Animal healer;2;39-2011.00;0.7142857142857143;Animal Trainers
623015;Trabalhador de pecuária polivalente;Multifunctional livestock worker;;;;
623010;Inseminador;Inseminator;3;15-1199.03;0.5517241379310345;Web Administrators
623020;Tratador de animais;Animal caretaker;1;39-2021.00;0.7317073170731707;Nonfarm Animal Caretakers
623005;Adestrador de animais;Animal trainer;2;39-2011.00;0.896551724137931;Animal Trainers
623105;Trabalhador da pecuária (asininos e muares);Livestock worker (cattle and mules);2;51-4192.00;0.5294117647058824;Layout Workers, Metal and Plastic
623110;Trabalhador da pecuária (bovinos corte);Livestock worker (beef cattle);;;;
623120;Trabalhador da pecuária (bubalinos);Livestock worker (buffaloes);;;;
623125;Trabalhador da pecuária (eqüinos);Livestock worker (equines);;;;
623115;Trabalhador da pecuária (bovinos leite);Livestock worker (bovine milk);;;;
623210;Trabalhador da ovinocultura;Sheep worker;2;47-2211.00;0.6451612903225806;Sheet Metal Workers
623215;Trabalhador da suinocultura;Swine Worker;2;43-3041.00;0.6451612903225806;Gaming Cage Workers
623205;Trabalhador da caprinocultura;Goat worker;4;39-9032.00;0.5517241379310345;Recreation Workers
623320;Trabalhador da cunicultura;Rabbit worker;4;39-9032.00;0.5806451612903226;Recreation Workers
623315;Operador de incubadora;Incubator Operator;3;27-4013.00;0.6666666666666666;Radio Operators
623310;Trabalhador da avicultura de postura;Posture poultry worker;2;37-2021.00;0.6190476190476191;Pest Control Workers
623305;Trabalhador da avicultura de corte;Poultry worker;2;45-2092.01;0.6206896551724138;Nursery Workers
623325;Sexador;Seamstress;4;19-2031.00;0.5555555555555556;Chemists
623405;Trabalhador em criatórios de animais produtores de veneno;Worker in poison-producing animal farms;;;;
623415;Trabalhador na minhocultura;Worker in the minhocultura;;;;
623420;Trabalhador na sericicultura;Sericulture worker;2;39-9011.00;0.5714285714285714;Childcare Workers
623410;Trabalhador na apicultura;Beekeeping worker;4;39-9032.00;0.5714285714285714;Recreation Workers
630110;Supervisor da área florestal;Forest Area Supervisor;2;39-1012.00;0.6842105263157895;Slot Supervisors
630105;Supervisor da aqüicultura;Aquaculture Supervisor;2;39-1012.00;0.6842105263157895;Slot Supervisors
631015;Pescador artesanal de lagostas;Craft lobster fisherman;;;;
631005;Catador de caranguejos e siris;Taker of crabs and crabs;2;51-4121.07;0.5333333333333333;Solderers and Brazers
631010;Catador de mariscos;Seafood tasting;;;;
631020;Pescador artesanal de peixes e camarões;Craft fisherman and shrimp fisherman;2;51-9031.00;0.5161290322580645;Cutters and Trimmers, Hand
631105;Pescador artesanal de água doce;Handmade freshwater fisherman;;;;
631205;Pescador industrial;Industrial fisherman;4;17-2112.00;0.7;Industrial Engineers
631210;Pescador profissional;Professional fisherman;4;29-1125.00;0.5333333333333333;Recreational Therapists
631335;Criador de rãs;Frog Maker;4;11-9081.00;0.5384615384615384;Lodging Managers
631330;Criador de quelônios;Creator of chelonians;3;29-2054.00;0.5384615384615384;Respiratory Therapy Technicians
631325;Criador de peixes;Fisherman;5;19-3093.00;0.5263157894736842;Historians
